age,height_cm,weight_kg,gender,activity_level,goal,bmi,calories,diet_type,workout_type
48,188,89,Female,Moderate,Muscle Gain,25.18,2879,High Protein,Moderate
49,170,86,Male,Sedentary,Maintain,29.76,2019,Balanced,Moderate
40,179,76,Female,Sedentary,Fat Loss,23.72,1321,Low Carb,Moderate
30,151,87,Male,Moderate,Fat Loss,38.16,2086,Low Carb,Intense
36,173,99,Female,Active,Fat Loss,33.08,2787,Low Carb,Intense
25,176,61,Male,Moderate,Fat Loss,19.69,1964,Low Carb,Moderate
19,186,60,Female,Sedentary,Maintain,17.34,1807,Balanced,Light
24,177,82,Female,Active,Maintain,26.17,3125,Balanced,Moderate
42,177,64,Male,Sedentary,Muscle Gain,20.43,2149,High Protein,Moderate
34,178,59,Female,Moderate,Fat Loss,18.62,1625,Low Carb,Moderate
31,174,53,Male,Moderate,Maintain,17.51,2274,Balanced,Light
36,176,77,Female,Active,Fat Loss,24.86,2405,Low Carb,Moderate
47,157,64,Male,Active,Maintain,25.96,2643,Balanced,Moderate
41,156,66,Male,Moderate,Muscle Gain,27.12,2524,High Protein,Moderate
46,154,75,Female,Sedentary,Muscle Gain,31.62,1885,High Protein,Moderate
42,176,93,Male,Moderate,Muscle Gain,30.02,3128,High Protein,Moderate
32,184,100,Male,Active,Muscle Gain,29.54,4090,High Protein,Moderate
47,179,97,Female,Sedentary,Maintain,30.27,2031,Balanced,Moderate
18,168,48,Male,Active,Fat Loss,17.01,2245,Low Carb,Light
49,177,108,Male,Sedentary,Maintain,34.47,2335,Balanced,Moderate
35,160,57,Male,Moderate,Fat Loss,22.27,1670,Low Carb,Moderate
36,155,72,Male,Active,Maintain,29.97,2876,Balanced,Moderate
23,165,58,Male,Active,Maintain,21.3,2852,Balanced,Moderate
21,190,78,Female,Moderate,Muscle Gain,21.61,2937,High Protein,Moderate
35,166,98,Female,Sedentary,Fat Loss,35.56,1517,Low Carb,Intense
39,180,110,Female,Moderate,Muscle Gain,33.95,3196,High Protein,Moderate
25,151,69,Male,Sedentary,Maintain,30.26,1816,Balanced,Moderate
29,166,60,Male,Moderate,Muscle Gain,21.77,2621,High Protein,Moderate
36,185,65,Male,Sedentary,Maintain,18.99,1957,Balanced,Moderate
40,180,92,Female,Active,Muscle Gain,28.4,3499,High Protein,Moderate
50,182,48,Male,Sedentary,Maintain,14.49,1647,Balanced,Light
28,156,64,Female,Moderate,Muscle Gain,26.3,2336,High Protein,Moderate
45,184,97,Female,Active,Muscle Gain,28.65,3594,High Protein,Moderate
32,182,75,Female,Moderate,Fat Loss,22.64,1928,Low Carb,Moderate
19,186,109,Male,Moderate,Fat Loss,31.51,2851,Low Carb,Intense
23,190,57,Male,Moderate,Fat Loss,15.79,2053,Low Carb,Light
41,167,58,Male,Active,Fat Loss,20.8,2205,Low Carb,Moderate
46,189,106,Male,Sedentary,Maintain,29.67,2419,Balanced,Moderate
28,188,98,Female,Moderate,Fat Loss,27.73,2373,Low Carb,Intense
25,186,48,Male,Active,Maintain,13.87,2892,Balanced,Light
33,178,52,Male,Active,Maintain,16.41,2797,Balanced,Light
21,180,63,Male,Moderate,Fat Loss,19.44,2065,Low Carb,Moderate
42,151,106,Female,Sedentary,Muscle Gain,46.49,2259,High Protein,Moderate
44,157,102,Male,Moderate,Maintain,41.38,2768,Balanced,Moderate
47,190,77,Male,Active,Maintain,21.33,3282,Balanced,Moderate
25,185,98,Male,Moderate,Fat Loss,28.63,2625,Low Carb,Intense
44,161,79,Female,Moderate,Fat Loss,30.48,1693,Low Carb,Intense
43,178,110,Male,Active,Muscle Gain,34.72,4104,High Protein,Moderate
30,181,89,Male,Moderate,Maintain,27.17,2908,Balanced,Moderate
25,184,78,Female,Moderate,Maintain,23.04,2548,Balanced,Moderate
33,160,77,Female,Moderate,Maintain,30.08,2238,Balanced,Moderate
27,179,105,Male,Moderate,Fat Loss,32.77,2660,Low Carb,Intense
30,174,98,Male,Moderate,Maintain,32.37,2979,Balanced,Moderate
46,166,110,Male,Active,Maintain,39.92,3633,Balanced,Moderate
45,153,67,Female,Moderate,Fat Loss,28.62,1422,Low Carb,Intense
31,182,94,Female,Active,Maintain,28.38,3346,Balanced,Moderate
40,177,51,Male,Sedentary,Fat Loss,16.28,1205,Low Carb,Light
24,176,59,Male,Active,Maintain,19.05,2992,Balanced,Moderate
46,182,105,Male,Moderate,Fat Loss,31.7,2541,Low Carb,Intense
41,173,72,Female,Active,Muscle Gain,24.06,3026,High Protein,Moderate
40,180,87,Female,Active,Muscle Gain,26.85,3404,High Protein,Moderate
50,155,79,Female,Moderate,Fat Loss,32.88,1589,Low Carb,Intense
19,158,104,Male,Active,Fat Loss,41.66,3181,Low Carb,Intense
43,151,71,Male,Active,Fat Loss,31.14,2243,Low Carb,Intense
24,175,57,Female,Active,Fat Loss,18.61,2127,Low Carb,Moderate
42,170,92,Female,Moderate,Fat Loss,31.83,1997,Low Carb,Intense
23,174,47,Female,Moderate,Muscle Gain,15.52,2286,High Protein,Light
31,181,67,Female,Moderate,Fat Loss,20.45,1802,Low Carb,Moderate
35,189,97,Female,Moderate,Fat Loss,27.15,2313,Low Carb,Intense
40,189,68,Female,Sedentary,Muscle Gain,19.04,2100,High Protein,Moderate
40,162,94,Female,Active,Maintain,35.82,3023,Balanced,Moderate
39,155,46,Male,Active,Muscle Gain,19.15,2653,High Protein,Moderate
47,188,63,Female,Sedentary,Fat Loss,17.82,1190,Low Carb,Light
35,156,58,Female,Sedentary,Muscle Gain,23.83,1762,High Protein,Moderate
50,167,66,Male,Moderate,Fat Loss,23.67,1761,Low Carb,Moderate
28,176,82,Male,Active,Muscle Gain,26.47,3691,High Protein,Moderate
36,187,65,Male,Sedentary,Fat Loss,18.59,1472,Low Carb,Moderate
43,158,69,Female,Sedentary,Maintain,27.64,1561,Balanced,Moderate
40,178,46,Female,Sedentary,Maintain,14.52,1453,Balanced,Light
29,164,58,Female,Sedentary,Fat Loss,21.56,1058,Low Carb,Moderate
34,177,103,Male,Sedentary,Maintain,32.88,2365,Balanced,Moderate
49,172,107,Male,Sedentary,Muscle Gain,36.17,2586,High Protein,Moderate
18,177,64,Male,Sedentary,Fat Loss,20.43,1493,Low Carb,Moderate
49,190,58,Female,Active,Muscle Gain,16.07,2886,High Protein,Light
34,151,92,Female,Sedentary,Maintain,40.35,1839,Balanced,Moderate
43,176,100,Male,Active,Fat Loss,32.28,3091,Low Carb,Intense
24,180,110,Female,Sedentary,Fat Loss,33.95,1832,Low Carb,Intense
26,155,61,Male,Sedentary,Muscle Gain,25.39,2044,High Protein,Moderate
39,187,58,Female,Sedentary,Muscle Gain,16.59,1971,High Protein,Light
28,165,88,Male,Active,Muscle Gain,32.32,3674,High Protein,Moderate
37,157,108,Female,Moderate,Fat Loss,43.82,2158,Low Carb,Intense
22,188,81,Male,Moderate,Muscle Gain,22.92,3214,High Protein,Moderate
42,190,77,Male,Sedentary,Maintain,21.33,2103,Balanced,Moderate
28,182,66,Male,Moderate,Maintain,19.93,2576,Balanced,Moderate
33,190,65,Female,Moderate,Maintain,18.01,2342,Balanced,Moderate
50,165,108,Female,Active,Fat Loss,39.67,2730,Low Carb,Intense
21,167,95,Male,Moderate,Muscle Gain,34.06,3235,High Protein,Moderate
24,157,70,Male,Active,Fat Loss,28.4,2475,Low Carb,Intense
41,172,95,Male,Sedentary,Maintain,32.11,2190,Balanced,Moderate
32,169,75,Female,Sedentary,Maintain,26.26,1782,Balanced,Moderate
27,181,47,Male,Moderate,Muscle Gain,14.35,2580,High Protein,Light
47,177,74,Female,Active,Fat Loss,23.62,2255,Low Carb,Moderate
49,178,63,Male,Active,Fat Loss,19.88,2354,Low Carb,Moderate
38,154,69,Female,Active,Maintain,29.09,2472,Balanced,Moderate
31,185,103,Female,Active,Fat Loss,30.09,3053,Low Carb,Intense
50,160,94,Male,Moderate,Fat Loss,36.72,2127,Low Carb,Intense
32,170,95,Male,Active,Muscle Gain,32.87,3829,High Protein,Moderate
41,154,64,Female,Moderate,Maintain,26.99,1916,Balanced,Moderate
21,153,84,Male,Moderate,Maintain,35.88,2629,Balanced,Moderate
18,166,49,Female,Sedentary,Fat Loss,17.78,1031,Low Carb,Light
48,176,56,Male,Moderate,Muscle Gain,18.08,2508,High Protein,Moderate
44,160,52,Female,Sedentary,Maintain,20.31,1366,Balanced,Moderate
45,174,110,Male,Moderate,Muscle Gain,36.33,3349,High Protein,Moderate
22,180,94,Male,Moderate,Muscle Gain,29.01,3338,High Protein,Moderate
44,188,59,Female,Moderate,Muscle Gain,16.69,2445,High Protein,Light
26,188,70,Male,Moderate,Maintain,19.81,2712,Balanced,Moderate
39,186,85,Female,Moderate,Fat Loss,24.57,2067,Low Carb,Moderate
49,169,91,Male,Sedentary,Muscle Gain,31.86,2371,High Protein,Moderate
40,175,97,Female,Active,Maintain,31.67,3235,Balanced,Moderate
47,183,91,Male,Moderate,Maintain,27.17,2826,Balanced,Moderate
44,161,104,Female,Active,Muscle Gain,40.12,3463,High Protein,Moderate
40,188,87,Female,Sedentary,Maintain,24.62,2020,Balanced,Moderate
34,187,81,Female,Active,Maintain,23.16,3130,Balanced,Moderate
38,183,110,Male,Sedentary,Fat Loss,32.85,1970,Low Carb,Intense
35,150,74,Female,Moderate,Fat Loss,32.89,1579,Low Carb,Intense
35,150,107,Male,Moderate,Fat Loss,47.56,2348,Low Carb,Intense
20,161,80,Male,Active,Muscle Gain,30.86,3551,High Protein,Moderate
46,168,83,Female,Active,Fat Loss,29.41,2329,Low Carb,Intense
50,183,103,Male,Sedentary,Fat Loss,30.76,1814,Low Carb,Intense
20,160,54,Male,Active,Fat Loss,21.09,2245,Low Carb,Moderate
47,155,80,Female,Moderate,Maintain,33.3,2127,Balanced,Moderate
48,190,78,Male,Sedentary,Muscle Gain,21.61,2379,High Protein,Moderate
22,160,53,Female,Active,Maintain,20.7,2392,Balanced,Moderate
41,187,61,Male,Sedentary,Fat Loss,17.44,1394,Low Carb,Light
29,150,58,Male,Moderate,Fat Loss,25.78,1635,Low Carb,Intense
24,165,67,Female,Sedentary,Muscle Gain,24.61,2004,High Protein,Moderate
38,150,102,Female,Sedentary,Fat Loss,45.33,1427,Low Carb,Intense
23,183,70,Male,Active,Muscle Gain,20.9,3594,High Protein,Moderate
42,153,87,Male,Moderate,Fat Loss,37.17,2012,Low Carb,Intense
32,157,60,Female,Moderate,Maintain,24.34,1953,Balanced,Moderate
30,175,88,Male,Sedentary,Fat Loss,28.73,1694,Low Carb,Intense
41,166,58,Female,Sedentary,Maintain,21.05,1501,Balanced,Moderate
45,173,106,Female,Moderate,Muscle Gain,35.42,3020,High Protein,Moderate
45,190,102,Female,Active,Muscle Gain,28.25,3760,High Protein,Moderate
45,182,60,Female,Active,Muscle Gain,18.11,2867,High Protein,Moderate
30,155,105,Male,Moderate,Fat Loss,43.7,2404,Low Carb,Intense
41,183,92,Male,Moderate,Muscle Gain,27.47,3188,High Protein,Moderate
32,173,85,Male,Moderate,Fat Loss,28.4,2253,Low Carb,Intense
43,170,91,Female,Active,Muscle Gain,31.49,3333,High Protein,Moderate
48,172,66,Male,Sedentary,Fat Loss,22.31,1300,Low Carb,Moderate
47,160,92,Female,Moderate,Muscle Gain,35.94,2662,High Protein,Moderate
48,174,96,Female,Active,Fat Loss,31.71,2628,Low Carb,Intense
29,184,100,Male,Sedentary,Fat Loss,29.54,1912,Low Carb,Intense
44,156,104,Male,Active,Muscle Gain,42.74,3720,High Protein,Moderate
30,164,96,Male,Sedentary,Maintain,35.69,2208,Balanced,Moderate
44,181,91,Female,Active,Muscle Gain,27.78,3454,High Protein,Moderate
38,152,64,Female,Sedentary,Muscle Gain,27.7,1786,High Protein,Moderate
49,169,61,Female,Sedentary,Fat Loss,21.36,1012,Low Carb,Moderate
25,177,66,Male,Moderate,Fat Loss,21.07,2051,Low Carb,Moderate
36,172,47,Male,Active,Maintain,15.89,2603,Balanced,Light
40,153,82,Female,Sedentary,Fat Loss,35.03,1198,Low Carb,Intense
22,160,85,Female,Active,Maintain,33.2,3000,Balanced,Moderate
34,173,90,Male,Moderate,Fat Loss,30.07,2315,Low Carb,Intense
48,173,93,Male,Sedentary,Maintain,31.07,2131,Balanced,Moderate
45,187,56,Male,Sedentary,Maintain,16.01,1810,Balanced,Light
44,173,52,Female,Sedentary,Muscle Gain,17.37,1764,High Protein,Light
32,167,66,Male,Sedentary,Muscle Gain,23.67,2158,High Protein,Moderate
36,151,96,Female,Sedentary,Maintain,42.1,1875,Balanced,Moderate
41,181,73,Male,Moderate,Muscle Gain,22.28,2874,High Protein,Moderate
18,153,92,Female,Moderate,Fat Loss,39.3,2019,Low Carb,Intense
44,162,90,Male,Sedentary,Fat Loss,34.29,1537,Low Carb,Intense
32,152,108,Male,Active,Fat Loss,46.75,3062,Low Carb,Intense
21,150,55,Male,Moderate,Muscle Gain,24.44,2450,High Protein,Moderate
35,175,103,Male,Active,Fat Loss,33.63,3212,Low Carb,Intense
25,179,102,Female,Moderate,Fat Loss,31.83,2371,Low Carb,Intense
48,175,48,Male,Moderate,Maintain,15.67,2075,Balanced,Light
38,163,100,Male,Moderate,Muscle Gain,37.64,3142,High Protein,Moderate
23,161,54,Male,Moderate,Fat Loss,20.83,1726,Low Carb,Moderate
23,160,94,Female,Active,Maintain,36.72,3161,Balanced,Moderate
30,157,49,Female,Active,Muscle Gain,19.88,2504,High Protein,Moderate
43,185,93,Male,Sedentary,Fat Loss,27.17,1751,Low Carb,Intense
38,178,102,Female,Moderate,Muscle Gain,32.19,3061,High Protein,Moderate
19,178,106,Male,Active,Muscle Gain,33.46,4256,High Protein,Moderate
46,189,46,Female,Moderate,Fat Loss,12.88,1437,Low Carb,Light
31,160,66,Male,Active,Muscle Gain,25.78,3169,High Protein,Moderate
43,178,51,Male,Sedentary,Muscle Gain,16.1,1995,High Protein,Light
33,153,58,Male,Active,Fat Loss,24.78,2114,Low Carb,Moderate
34,179,46,Female,Moderate,Maintain,14.36,1934,Balanced,Light
43,156,69,Female,Moderate,Muscle Gain,28.35,2297,High Protein,Moderate
45,180,108,Male,Sedentary,Maintain,33.33,2382,Balanced,Moderate
40,158,107,Female,Sedentary,Muscle Gain,42.86,2335,High Protein,Moderate
48,182,70,Male,Moderate,Maintain,21.13,2483,Balanced,Moderate
20,177,66,Female,Active,Muscle Gain,21.07,3159,High Protein,Moderate
44,186,61,Female,Active,Muscle Gain,17.63,2943,High Protein,Light
32,174,46,Male,Sedentary,Fat Loss,15.19,1171,Low Carb,Light
43,160,88,Female,Active,Muscle Gain,34.37,3157,High Protein,Moderate
44,165,97,Female,Active,Muscle Gain,35.63,3378,High Protein,Moderate
31,159,109,Male,Active,Muscle Gain,43.12,3974,High Protein,Moderate
25,168,75,Male,Moderate,Maintain,26.57,2604,Balanced,Moderate
34,177,90,Female,Moderate,Fat Loss,28.73,2096,Low Carb,Intense
48,187,83,Male,Sedentary,Muscle Gain,23.74,2416,High Protein,Moderate
24,168,82,Male,Active,Muscle Gain,29.05,3634,High Protein,Moderate
45,172,78,Female,Moderate,Maintain,26.37,2276,Balanced,Moderate
44,151,67,Male,Active,Maintain,29.38,2657,Balanced,Moderate
40,189,62,Male,Active,Muscle Gain,17.36,3351,High Protein,Light
43,190,100,Male,Sedentary,Fat Loss,27.7,1873,Low Carb,Intense
36,150,52,Male,Moderate,Maintain,23.11,1987,Balanced,Moderate
19,165,95,Female,Moderate,Maintain,34.89,2674,Balanced,Moderate
40,173,79,Male,Sedentary,Muscle Gain,26.4,2311,High Protein,Moderate
43,162,101,Female,Active,Muscle Gain,38.48,3428,High Protein,Moderate
39,184,65,Male,Sedentary,Maintain,19.2,1932,Balanced,Moderate
45,182,79,Male,Sedentary,Fat Loss,23.85,1549,Low Carb,Moderate
50,178,52,Male,Sedentary,Muscle Gain,16.41,1965,High Protein,Light
30,151,109,Female,Moderate,Maintain,47.8,2670,Balanced,Moderate
35,188,81,Male,Moderate,Maintain,22.92,2813,Balanced,Moderate
49,162,101,Male,Active,Muscle Gain,38.48,3686,High Protein,Moderate
45,188,76,Female,Active,Muscle Gain,21.5,3243,High Protein,Moderate
18,175,81,Female,Sedentary,Maintain,26.45,1983,Balanced,Moderate
41,165,72,Female,Active,Muscle Gain,26.45,2931,High Protein,Moderate
38,174,45,Female,Active,Muscle Gain,14.86,2554,High Protein,Light
30,185,95,Male,Moderate,Fat Loss,27.76,2539,Low Carb,Intense
46,189,77,Male,Moderate,Fat Loss,21.56,2175,Low Carb,Moderate
21,152,63,Female,Active,Muscle Gain,27.27,2796,High Protein,Moderate
22,150,49,Female,Moderate,Muscle Gain,21.78,2092,High Protein,Moderate
20,167,48,Female,Moderate,Muscle Gain,17.21,2257,High Protein,Light
47,174,69,Female,Moderate,Muscle Gain,22.79,2441,High Protein,Moderate
41,164,99,Female,Moderate,Muscle Gain,36.81,2855,High Protein,Moderate
50,169,53,Male,Moderate,Maintain,18.56,2078,Balanced,Moderate
22,172,56,Male,Moderate,Muscle Gain,18.93,2671,High Protein,Moderate
45,168,48,Female,Sedentary,Muscle Gain,17.01,1672,High Protein,Light
40,189,106,Female,Active,Fat Loss,29.67,3072,Low Carb,Intense
38,173,76,Female,Moderate,Maintain,25.39,2309,Balanced,Moderate
39,160,96,Male,Moderate,Fat Loss,37.5,2243,Low Carb,Intense
42,179,71,Female,Sedentary,Muscle Gain,22.16,2049,High Protein,Moderate
50,161,101,Male,Active,Muscle Gain,38.96,3665,High Protein,Moderate
47,156,94,Male,Active,Muscle Gain,38.63,3501,High Protein,Moderate
18,161,59,Female,Moderate,Muscle Gain,22.76,2385,High Protein,Moderate
18,181,70,Female,Active,Maintain,21.37,3002,Balanced,Moderate
21,184,56,Female,Sedentary,Fat Loss,16.54,1232,Low Carb,Light
23,172,107,Female,Sedentary,Fat Loss,36.17,1742,Low Carb,Intense
22,152,83,Female,Sedentary,Muscle Gain,35.92,2110,High Protein,Moderate
40,151,90,Female,Active,Fat Loss,39.47,2317,Low Carb,Intense
32,174,79,Male,Sedentary,Fat Loss,26.09,1567,Low Carb,Intense
30,164,110,Male,Active,Fat Loss,40.9,3262,Low Carb,Intense
47,188,95,Male,Sedentary,Maintain,26.88,2274,Balanced,Moderate
24,181,74,Male,Sedentary,Muscle Gain,22.59,2407,High Protein,Moderate
31,158,98,Female,Moderate,Fat Loss,39.26,2059,Low Carb,Intense
49,185,58,Female,Moderate,Fat Loss,16.95,1561,Low Carb,Light
18,167,89,Female,Active,Muscle Gain,31.91,3497,High Protein,Moderate
36,173,84,Female,Active,Muscle Gain,28.07,3302,High Protein,Moderate
48,170,93,Male,Sedentary,Muscle Gain,32.18,2409,High Protein,Moderate
49,165,79,Female,Sedentary,Maintain,29.02,1698,Balanced,Moderate
42,150,89,Male,Active,Fat Loss,39.56,2582,Low Carb,Intense
37,171,45,Female,Moderate,Fat Loss,15.39,1317,Low Carb,Light
29,175,49,Male,Sedentary,Fat Loss,16.0,1232,Low Carb,Light
30,186,55,Female,Moderate,Muscle Gain,15.9,2472,High Protein,Light
24,179,108,Male,Sedentary,Fat Loss,33.71,2000,Low Carb,Intense
36,162,105,Male,Sedentary,Fat Loss,40.01,1765,Low Carb,Intense
21,189,97,Female,Active,Muscle Gain,27.15,3881,High Protein,Moderate
43,170,73,Female,Active,Maintain,25.26,2691,Balanced,Moderate
43,186,75,Male,Moderate,Muscle Gain,21.68,2938,High Protein,Moderate
38,160,75,Female,Moderate,Maintain,29.3,2168,Balanced,Moderate
38,174,107,Male,Active,Fat Loss,35.34,3247,Low Carb,Intense
37,172,66,Female,Moderate,Fat Loss,22.31,1652,Low Carb,Moderate
47,151,71,Female,Sedentary,Fat Loss,31.14,1009,Low Carb,Intense
30,177,95,Male,Moderate,Maintain,30.32,2962,Balanced,Moderate
22,189,51,Male,Active,Fat Loss,14.28,2513,Low Carb,Light
47,169,88,Male,Active,Muscle Gain,30.81,3541,High Protein,Moderate
29,173,67,Male,Sedentary,Muscle Gain,22.39,2233,High Protein,Moderate
27,182,84,Female,Sedentary,Maintain,25.36,2017,Balanced,Moderate
33,172,94,Male,Moderate,Muscle Gain,31.77,3175,High Protein,Moderate
45,163,94,Male,Sedentary,Maintain,35.38,2086,Balanced,Moderate
46,174,47,Male,Moderate,Fat Loss,15.52,1565,Low Carb,Light
47,183,68,Male,Sedentary,Fat Loss,20.31,1412,Low Carb,Moderate
18,171,80,Male,Sedentary,Fat Loss,27.36,1640,Low Carb,Intense
32,183,51,Male,Sedentary,Muscle Gain,15.23,2098,High Protein,Light
21,151,62,Female,Active,Muscle Gain,27.19,2765,High Protein,Moderate
33,187,51,Female,Moderate,Fat Loss,14.58,1596,Low Carb,Light
22,186,67,Male,Sedentary,Fat Loss,19.37,1573,Low Carb,Moderate
30,150,64,Male,Moderate,Maintain,28.44,2220,Balanced,Moderate
18,150,92,Male,Active,Maintain,40.89,3367,Balanced,Moderate
50,186,105,Male,Sedentary,Fat Loss,30.35,1861,Low Carb,Intense
21,168,86,Male,Active,Muscle Gain,30.47,3739,High Protein,Moderate
31,178,71,Male,Moderate,Muscle Gain,22.41,2892,High Protein,Moderate
27,188,68,Female,Active,Muscle Gain,19.24,3262,High Protein,Moderate
43,158,84,Female,Active,Maintain,33.65,2757,Balanced,Moderate
20,188,80,Female,Sedentary,Maintain,22.63,2056,Balanced,Moderate
25,163,60,Male,Sedentary,Muscle Gain,22.58,2098,High Protein,Moderate
21,152,95,Male,Sedentary,Muscle Gain,41.12,2460,High Protein,Moderate
38,165,100,Female,Moderate,Muscle Gain,36.73,2904,High Protein,Moderate
37,186,91,Female,Sedentary,Muscle Gain,26.3,2371,High Protein,Moderate
35,188,89,Female,Sedentary,Muscle Gain,25.18,2374,High Protein,Moderate
25,157,57,Female,Sedentary,Maintain,23.12,1518,Balanced,Moderate
34,176,75,Female,Sedentary,Fat Loss,24.21,1322,Low Carb,Moderate
30,153,83,Female,Active,Fat Loss,35.46,2302,Low Carb,Intense
41,182,73,Male,Active,Fat Loss,22.04,2668,Low Carb,Moderate
36,157,108,Male,Sedentary,Muscle Gain,43.82,2563,High Protein,Moderate
50,185,77,Male,Sedentary,Fat Loss,22.5,1517,Low Carb,Moderate
36,178,76,Female,Active,Maintain,23.99,2909,Balanced,Moderate
50,182,108,Female,Sedentary,Fat Loss,32.6,1667,Low Carb,Intense
31,176,55,Female,Moderate,Fat Loss,17.76,1567,Low Carb,Light
37,175,48,Male,Active,Fat Loss,15.67,2148,Low Carb,Light
38,162,74,Female,Active,Maintain,28.2,2662,Balanced,Moderate
36,182,71,Male,Active,Maintain,21.43,3177,Balanced,Moderate
47,163,67,Female,Sedentary,Muscle Gain,25.22,1851,High Protein,Moderate
35,182,98,Male,Active,Maintain,29.59,3700,Balanced,Moderate
23,168,99,Female,Moderate,Muscle Gain,35.08,3034,High Protein,Moderate
41,157,58,Female,Active,Maintain,23.53,2270,Balanced,Moderate
19,176,79,Female,Moderate,Muscle Gain,25.5,2832,High Protein,Moderate
21,177,76,Female,Active,Fat Loss,24.26,2540,Low Carb,Moderate
49,163,83,Male,Sedentary,Maintain,31.24,1930,Balanced,Moderate
21,177,108,Male,Sedentary,Maintain,34.47,2503,Balanced,Moderate
29,161,55,Female,Sedentary,Fat Loss,21.22,1000,Low Carb,Moderate
25,188,107,Female,Moderate,Maintain,30.27,3036,Balanced,Moderate
38,159,63,Female,Sedentary,Fat Loss,24.92,1027,Low Carb,Moderate
42,152,78,Female,Moderate,Fat Loss,33.76,1606,Low Carb,Intense
26,164,91,Female,Moderate,Maintain,33.83,2548,Balanced,Moderate
45,168,60,Female,Moderate,Muscle Gain,21.26,2259,High Protein,Moderate
24,161,83,Male,Sedentary,Fat Loss,32.02,1565,Low Carb,Intense
26,169,68,Male,Moderate,Maintain,23.81,2497,Balanced,Moderate
28,176,95,Male,Sedentary,Maintain,30.67,2298,Balanced,Moderate
44,161,99,Female,Sedentary,Fat Loss,38.19,1438,Low Carb,Intense
34,151,97,Female,Active,Maintain,42.54,3007,Balanced,Moderate
34,186,94,Male,Sedentary,Fat Loss,27.17,1825,Low Carb,Intense
27,171,54,Female,Active,Muscle Gain,18.47,2794,High Protein,Moderate
43,188,79,Female,Sedentary,Fat Loss,22.35,1406,Low Carb,Moderate
46,153,103,Female,Sedentary,Muscle Gain,44.0,2214,High Protein,Moderate
35,164,81,Male,Moderate,Maintain,30.12,2580,Balanced,Moderate
45,170,82,Female,Moderate,Maintain,28.37,2319,Balanced,Moderate
35,159,68,Female,Sedentary,Muscle Gain,26.9,1905,High Protein,Moderate
32,154,63,Male,Sedentary,Muscle Gain,26.56,2025,High Protein,Moderate
43,173,78,Male,Active,Maintain,26.06,3137,Balanced,Moderate
28,183,110,Male,Sedentary,Maintain,32.85,2530,Balanced,Moderate
45,166,94,Female,Moderate,Muscle Gain,34.11,2766,High Protein,Moderate
37,162,73,Female,Moderate,Muscle Gain,27.82,2464,High Protein,Moderate
42,177,78,Male,Moderate,Fat Loss,24.9,2105,Low Carb,Moderate
29,176,46,Female,Active,Maintain,14.85,2382,Balanced,Light
35,186,58,Female,Moderate,Maintain,16.76,2180,Balanced,Light
42,190,50,Male,Active,Muscle Gain,13.85,3116,High Protein,Light
24,189,58,Male,Moderate,Fat Loss,16.24,2051,Low Carb,Light
50,184,86,Female,Sedentary,Maintain,25.4,1918,Balanced,Moderate
28,190,69,Female,Sedentary,Muscle Gain,19.11,2191,High Protein,Moderate
33,158,45,Male,Moderate,Muscle Gain,18.03,2280,High Protein,Moderate
33,156,58,Female,Moderate,Fat Loss,23.83,1404,Low Carb,Moderate
44,185,65,Female,Sedentary,Maintain,18.99,1710,Balanced,Moderate
23,187,61,Male,Moderate,Maintain,17.44,2586,Balanced,Light
28,169,108,Female,Moderate,Muscle Gain,37.81,3144,High Protein,Moderate
32,150,65,Female,Active,Fat Loss,28.89,1906,Low Carb,Intense
20,150,49,Female,Sedentary,Fat Loss,21.78,899,Low Carb,Moderate
36,182,76,Female,Active,Maintain,22.94,2957,Balanced,Moderate
41,161,102,Male,Moderate,Maintain,39.35,2830,Balanced,Moderate
31,153,48,Male,Active,Fat Loss,20.5,1943,Low Carb,Moderate
43,168,77,Male,Active,Maintain,27.28,3059,Balanced,Moderate
21,173,69,Female,Moderate,Muscle Gain,23.05,2633,High Protein,Moderate
48,162,101,Female,Active,Fat Loss,38.48,2580,Low Carb,Intense
19,174,96,Male,Active,Muscle Gain,31.71,4019,High Protein,Moderate
42,173,104,Male,Active,Fat Loss,34.75,3140,Low Carb,Intense
28,159,79,Male,Active,Fat Loss,31.25,2632,Low Carb,Intense
30,163,101,Male,Active,Maintain,38.01,3579,Balanced,Moderate
32,188,49,Female,Sedentary,Fat Loss,13.86,1112,Low Carb,Light
20,169,63,Male,Sedentary,Muscle Gain,22.06,2209,High Protein,Moderate
29,161,49,Female,Moderate,Fat Loss,18.9,1344,Low Carb,Moderate
32,182,76,Female,Sedentary,Fat Loss,22.94,1391,Low Carb,Moderate
25,172,87,Male,Sedentary,Maintain,29.41,2190,Balanced,Moderate
22,187,72,Female,Moderate,Muscle Gain,20.59,2807,High Protein,Moderate
32,186,79,Male,Active,Fat Loss,22.84,2915,Low Carb,Moderate
28,186,47,Female,Sedentary,Fat Loss,13.59,1097,Low Carb,Light
47,167,76,Male,Moderate,Muscle Gain,27.25,2739,High Protein,Moderate
29,189,84,Male,Sedentary,Maintain,23.52,2257,Balanced,Moderate
29,164,80,Male,Sedentary,Muscle Gain,29.74,2322,High Protein,Moderate
32,165,55,Male,Active,Muscle Gain,20.2,3009,High Protein,Moderate
25,160,92,Male,Sedentary,Fat Loss,35.94,1660,Low Carb,Intense
47,175,84,Male,Moderate,Fat Loss,27.43,2140,Low Carb,Intense
